Name,Ingredients,Station,Location,Meal Type,Item ID,DiningHall
Pork Sausage Patty,"Ingredients: Pork Sausage Patty (pork, contains 2% or less of: water, salt, corn syrup solids, flavorings, sugar, dextrose, bht, propyl gallate, citric acid)",Gluten Free,Gluten Free,breakfast,37,Warren
Channa Masala,"Ingredients: Low Sodium Garbanzo Beans (prepared chick peas, water, salt, calcium chloride [firming agent], disodium edta [promotes color retention]), Ground Cumin, Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Fresh Yellow Onion, Ground Coriander, Ground Cardamom, Ground Cinnamon, Ground Cloves, Fresh Jalapeno Pepper, Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Bottled Lemon Juice (filtered water, lemon juice concentrate, sodium bisulfite [preservative], sodium benzoate [preservative], lemon oil), Fresh Gingerroot, Fresh Garlic, Ground Turmeric, Ground Paprika (paprika and silicon dioxide [added to make free flowing]), Fresh Cilantro, Whole Cumin Seed, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Cayenne Pepper (red pepper)",Gluten Free,Gluten Free,lunch,112,Warren
Steamed Fresh Broccoli,Ingredients: Fresh Broccoli,Gluten Free,Gluten Free,lunch,113,Warren
Basmati Rice,"Ingredients: Water, White Basmati Rice",Gluten Free,Gluten Free,lunch,114,Warren
Tomato Soup With Garden Vegetables,"Ingredients: Tomato Soup with Garden Vegetables (diced tomatoes [tomatoes, tomato juice, salt, citric acid], ground tomatoes [tomatoes, salt, citric acid], water, yellow squash, zucchini, onions, carrots, golden wax beans, green beans, celery, rice flour, corn oil, olive oil, scallions, sea salt, extra virgin olive oil, garlic, fennel seed, dried basil, bay leaves, dried oregano, mustard flour, white pepper)",Gluten Free,Gluten Free,lunch,115,Warren
Pastelon ,"Ingredients: Sweet Sliced Plantain, Grass Fed Halal Ground Beef, Shredded Mozzarella Cheese (whole and part-skim milk low moisture mozzarella cheese [pasteurized and cultured milk, cheese cultures, salt, enzymes], provolone cheese [pasteurized milk, cheese cultures, salt, and enzymes], potato starch, canola oil and cellulose powder added to prevent caking, natamycin [a natural mold inhibitor]), Shredded Feather Monterey Jack (pasteurized milk, cheese culture, salt, enzymes, potato starch, corn starch and powdered cellulose [added to prevent caking]), Fresh Bell Pepper, Pitted Manzanilla Olives (manzanilla olives, water, salt, citric acid, sodium benzoate [preservative], potassium sorbate [preservative], ascorbic acid [preservative]), Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Cajun Seasoning (garlic, spices [including paprika, oregano, red pepper], salt, and onion), Capers (capers, water, salt, vinegar), Baking Soda (sodium bicarbonate), Ground Black Pepper, Fresh Cilantro, Dried Oregano, Crushed Tomatoes (vine ripened tomatoes, tomato puree, sea salt and citric acid), Tomato Paste (vine ripened fresh tomatoes, citric acid), Chunky Diced Tomatoes (vine ripened tomatoes, tomato juice, sea salt, calcium chloride, citric acid), Water, Fresh Yellow Onion, Unsalted Butter (pasteurized cream (milk), natural flavorings), Granulated Sugar, Granulated Iodized Salt (salt, sodium silicoaluminate, dextrose, potassium iodine and sodium bicarbonate), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Fresh Garlic, Whole Thyme Leaves, Dried Basil Leaves, Dried Bay Leaves",Gluten Free,Gluten Free,dinner,190,Warren
Caribbean Inspired Jerk Chicken Soup,"Ingredients: Caribbean Inspired Jerk Chicken Soup (chicken stock [water, chicken bones, onions, celery, carrots, sea salt, garlic, parsley, white pepper, thyme, bay leaves, marjoram], chicken meat, sweet potatoes, diced tomatoes [tomatoes, tomato juice, salt, citric acid], red kidney beans, parboiled long grain rice, coconut milk [coconut, water], onions, molasses, rice starch, carrots, garlic, scallions, tomato paste [tomatoes, citric acid], olive oil, sea salt, jalapeno peppers, cilantro, chicken fat, ginger, black pepper, pepper sauce [distilled vinegar, red pepper, salt], dried thyme, cinnamon, nutmeg, ground allspice)",Gluten Free,Gluten Free,dinner,191,Warren
Wild Rice Soup,"Ingredients: Water, Wild Rice, Halal Chicken Breast (boneless skinless chicken breasts with rib meat), Fresh Mushrooms, Fresh Carrot, Fresh Yellow Onion, Fresh Celery, Scallion, Low-Sodium Gluten-Free Chicken Base (chicken meat, salt, chicken broth, chicken fat, sugar, canola oil, corn starch, 2% or less of natural flavors, potato starch, turmeric [color]), Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Gluten Free,Gluten Free,dinner,192,Warren
Scrambled Eggs,"Ingredients: Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Grill,Grill,breakfast,1,Warren
Turkey Sausage Link,"Ingredients: Turkey Sausage Links ( (turkey, mechanically separated turkey, water, seasoning [salt, spices, corn syrup solids, spice extractives, bha, bht, citric acid], natural flavoring. in a calcium alginate casing.))",Grill,Grill,breakfast,2,Warren
Hash Brown Potato Patty,"Ingredients: Golden Hash Brown Potato Patty (potatoes, vegetable oil [contains one or more of the following oils: canola, palm, soybean, cottonseed, sunflower, corn], enriched wheat flour [flour, niacin, iron, thiamin mononitrate, riboflavin, folic acid], contains 2% or less of dehydrated onion, dehydrated potato, dextrose, natural flavor, salt, sodium acid pyrophosphate and disodium dihydrogen pyrophosphate added to maintain natural color retention)",Grill,Grill,breakfast,3,Warren
Hard-Cooked Egg,"Ingredients: Hard Boiled Eggs (hard cooked eggs, water, citric acid, sodium benzoate, nisin preparation [as preservatives])",Grill,Grill,breakfast,4,Warren
Sargent Choice Whole Wheat French Toast,"Ingredients: Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Skim Milk (fat free milk, vitamin a palmitate and vitamin d3), Ground Cinnamon, Imitation Vanilla Extract  (water, vanillin, caramel color, ethyl vanillin and 0.1% potassium sorbate [added as a preservative]), Ground Nutmeg, Wheat Pullman Bread (whole wheat flour, water, unbleached enriched wheat flour [wheat flour, malted barley flour, niacin, iron, thiamin hydrochloride, riboflavin, folic acid], yeast, sugar, wheat gluten, contains 2% or less of the following: soybean and/or canola oil, salt, molasses, dough conditioners [ethoxylated mono and diglycerides, mono and diglycerides, monoglycerides, calcium peroxide, ascorbic acid, enzymes], calcium propionate [preservative], malted barley flour, yeast nutrients [monocalcium phosphate, calcium sulfate, ammonium sulfate], soy lecithin)",Grill,Grill,breakfast,5,Warren
Garden Herb Scrambled Eggs,"Ingredients: Liquid Whole Eggs (whole eggs, citric acid, 0.15% water added as carrier for citric acid. citric acid added to preserve color), Whole Milk (milk and vitamin d3), Fresh Parsley, Fresh Chives, Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps]), Ground Black Pepper",Grill,Grill,breakfast,6,Warren
Whole Wheat Pancakes,"Ingredients: 2% Milk (reduced fat milk, vitamin a palmitate and vitamin d3), Whole-Wheat Stone-Ground Flour, Liquid Egg Whites (egg whites, guar gum, and triethyl citrate), Water, Granulated Sugar, Smart Balance Margarine (oil blend [palm, soybean, canola, and olive oil], water, contains less than 2% of salt, enzyme-modified soybean lecithin, natural & artificial flavor, potassium sorbate and calcium disodium edta [to preserve freshness], lactic acid, vitamin a palmitate, beta-carotene color), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Baking Powder (sodium bicarbonate, cornstarch, sodium aluminum sulfate, monocalcium phosphate, silicon dioxide), Coarse Flaked Kosher Salt (salt, yellow prussiate of soda [yps])",Grill,Grill,breakfast,7,Warren
Cluck Chicken Tenders,"Ingredients: Crispy Chicken Tenders (portioned chicken tenders with rib meat, water, seasoning [maltodextrin, salt, sugar, flavors, vegetable stock [carrot, onion, celery], carrot powder and garlic powder], sodium phosphates, salt, modified food starch. breaded with: wheat flour, water, bleached wheat flour, salt, wheat gluten, sugar, leavening [sodium bicarbonate, sodium aluminum phosphate, sodium acid pyrophosphate, monocalcium phosphate], yeast extract, yellow corn flour, onion powder, dextrose, garlic powder, yeast, spice, extractives of paprika, annatto, and turmeric, disodium inosinate and disodium guanylate. breading set in vegetable oil)",Grill,Grill,lunch,38,Warren
Black Strap Bbq Sauce,"Ingredients: Molasses, Apple Cider Vinegar (apple cider vinegar,  distilled vinegar from grain, natural flavor with caramel color, diluted with water to a uniform pickling and table strength of 5% [50 grains] acidity), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Red Hot Cayenne Pepper Sauce (aged cayenne red peppers, distilled vinegar, water, salt & garlic powder)",Grill,Grill,lunch,39,Warren
Dill Pickle Slices,"Ingredients: Sliced Kosher Dill Pickles (fresh cucumbers, water, salt, distilled vinegar, contains less than 2% of dried garlic, calcium chloride, spice, sodium benzoate (to preserve flavor), mustard seed, dried red peppers, natural flavor, polysorbate 80, oleoresin turmeric)",Grill,Grill,lunch,40,Warren
Buffalo Sauce,"Ingredients: Buffalo Wing Sauce (distilled vinegar, aged cayenne red peppers, salt, water, canola oil, paprika, xanthan gum, natural butter-type flavor [non-dairy] & garlic powder)",Grill,Grill,lunch,41,Warren
Light Ranch Dressing,"Ingredients: Lite Ranch Dressing (cultured buttermilk, vegetable oil [soybean and/or canola], water, egg yolk, contains less than 2% of salt, maltodextrin, nonfat milk powder, monosodium glutamate, sugar, modified corn starch, lactic acid, potassium sorbate [preservative], nonfat milk solids, distilled vinegar, xanthan gum, onion*, cream, spice, whey, garlic*, vinegar powder, guar gum, sour cream powder, mustard flour, milk, natural flavor, dipotassium phosphate, citric acid. [*dried])",Grill,Grill,lunch,42,Warren
Crispy Waffle Fries,"Ingredients: Spicy Waffle Fries (potatoes, vegetable oil [contains one or more of the following oils: canola, soybean, cottonseed, sunflower, corn], bleached enriched wheat flour [flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid]. contains 2% or less of caramel color, cocoa powder [processed with alkali], degermed yellow corn meal, dextrin, dextrose, garlic powder, leavening [sodium acid pyrophosphate, sodium bicarbonate], natural garlic flavor, onion powder, paprika extract [color], rice flour, salt, sodium acid pyrophosphate added to maintain color, spices, tapioca starch, tapioca starch - modified, xanthan gum)",Grill,Grill,lunch,43,Warren
Crispy Chicken,"Ingredients: ""CHICKEN BREAST FILLET BRD HOMESTYLE 3.5 OZ CKD FZ"" (ingredient details unavailable at this time)",Grill,Grill,lunch,44,Warren
Spicy Oil,"Ingredients: Oil Blend (vegetable oil [may contain one or more of the following: 90% soybean and/or canola and/or corn oil, and/or sunflower oil], 10% olive [pomace] oil, beta-carotene), Light Brown Sugar (brown sugar [when produced at chalmette or crockett facilities] sugar, molasses [when produced at south bay facility]), Cayenne Pepper (red pepper), Granulated Garlic (garlic powder)",Grill,Grill,lunch,45,Warren
Coleslaw Dressing  ,"Ingredients: Coleslaw Dressing (soybean oil, sugar, water, apple cider vinegar, distilled vinegar, egg yolk, salt, contains less than 2% of mustard flour, polysorbate 60, xanthan gum, natural flavor, calcium disodium edta [to protect flavor])",Grill,Grill,lunch,46,Warren
Cheese Sauce,"Ingredients: Cheddar Cheese Sauce (water, soybean oil, aged cheddar cheese [cultured milk, salt, enzymes], modified cornstarch, maltodextrin, 2% or less of cornstarch, salt, vinegar, natural flavors, sodium phosphate, yeast extract, datem, mono and diglycerides, extractives of turmeric, extractives of paprika, lactic acid)",Grill,Grill,lunch,47,Warren
Martin's® Potato Roll,"Ingredients: Brioche Slider Roll (unbleached, unbromated enriched wheat flour [malted barley flour, niacin, reduced iron, thiamine mononitrate, riboflavin and folic acid], water, yeast, malted barley flour, sugar, contains 2% or less of the following: salt, soybean oil, wheat gluten, sodium alginate, corn starch, annatto extract & turmeric extract, calcium propionate, ascorbic acid, canola oil, sunflower lecithin, wheat protein isolate, enzymes, vegetable proteins, vegetable oil, dextrose, maltodextrins, natural flavors [SESAME SEEDS USED INSIDE BAKERY])",Grill,Grill,lunch,48,Warren
Macked Burger Bacon,"Ingredients: 18/22 Bacon Slices ((cured with water, salt, sugar, smoke flavoring, sodium phosphate, sodium erythorbate, sodium nitrate) )",Grill,Grill,lunch,49,Warren
